doc,utterance,speaker,query,result,adj_text,adj_semtag,adj_semdesc
SN98,927,S0192,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SN98,951,S0229,that 's ADJ - start,that 's well,well,B2,Health and disease
SN98,1230,S0230,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SHHX,849,S0680,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SY2Z,192,S0208,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SY2Z,477,S0219,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SY2Z,873,S0218,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S6JL,56,S0530,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S6JL,163,S0529,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S6JL,517,S0529,that 's ADJ - start,that 's sweet,sweet,X3:1,Sensory:- Taste
SR7C,354,S0623,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SR7C,1285,S0623,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR7C,1383,S0622,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SH64,90,S0652,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
S23A,917,S0032,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S23A,1156,S0021,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S23A,1184,S0032,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S23A,2598,S0032,that 's ADJ - start,that 's beautiful,beautiful,O4:2,Judgement of appearance (pretty etc.)
S23A,2599,S0021,that 's ADJ - start,that 's awesome,awesome,O4:2,Judgement of appearance (pretty etc.)
S23A,2647,S0095,that 's ADJ - start,that 's light,light,W2,Light
S23A,3036,S0021,that 's ADJ - start,that 's awesome,awesome,O4:2,Judgement of appearance (pretty etc.)
S23A,3163,S0021,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S23A,3214,S0094,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
S23A,3573,S0021,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SDA8,103,S0328,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SDA8,154,S0326,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SDA8,259,S0330,that 's ADJ - start,that 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
SDA8,455,S0330,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
S8S2,6,S0202,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SNAC,14,S0228,that 's ADJ - start,that 's old,old,T3,"Time: Old, new and young; age"
SNAC,600,S0228,that 's ADJ - start,that 's proper,proper,A5:4,Evaluation:- Authenticity
SNAC,758,S0189,that 's ADJ - start,that 's insane,insane,B2,Health and disease
SR87,86,S0417,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SKJ6,110,S0253,that 's ADJ - start,that 's ridiculous,ridiculous,S1:2:6,Sensible
SKJ6,417,S0253,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SKJ6,643,S0253,that 's ADJ - start,that 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
SKJ6,676,S0254,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SKJ6,895,S0253,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SKJ6,951,S0253,that 's ADJ - start,that 's sad,sad,E4:1,Happy/sad: Happy
S8VZ,13,S0208,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S8VZ,19,S0208,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
S8VZ,117,S0208,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S8VZ,121,S0208,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S784,4,S0405,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S784,602,S0555,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S784,960,S0555,that 's ADJ - start,that 's dumb,dumb,X3:2,Sensory:- Sound
S784,1847,S0555,that 's ADJ - start,that 's white,white,O4:3,Colour and colour patterns
S3A9,130,S0653,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
STHB,113,S0665,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7JF,482,S0158,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SFYP,751,S0024,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SFYP,1301,S0024,that 's ADJ - start,that 's normal,normal,A6:2,Comparing:- Usual/unusual 
SQ93,55,S0390,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SQ93,255,S0390,that 's ADJ - start,that 's wrong,wrong,A5:3,Evaluation:- Accuracy
S4T3,51,S0187,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S4T3,207,S0188,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S4T3,435,S0187,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S46Q,163,S0603,that 's ADJ - start,that 's classic,classic,A4:1,"Generally kinds, groups, examples"
S376,562,S0187,that 's ADJ - start,that 's freezing,freezing,O4:6,Temperature     
S376,741,S0200,that 's ADJ - start,that 's great,great,A5:1,Evaluation:- Good/bad
SF2Q,49,S0013,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SF2Q,69,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,209,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,214,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,250,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,259,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,337,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,348,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,367,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,432,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,469,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,479,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,565,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,596,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,615,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,619,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,632,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,646,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,651,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,689,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,774,S0012,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SF2Q,840,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,921,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,961,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1016,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1021,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1026,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1028,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1067,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1123,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1124,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1147,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1166,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1217,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1299,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1412,S0012,that 's ADJ - start,That 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1457,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1477,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1552,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1586,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1627,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1732,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1968,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,1983,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2163,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2173,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2252,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2305,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2387,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2395,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2405,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2407,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2440,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2522,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2685,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2735,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2751,S0012,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SF2Q,2762,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2793,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2836,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2879,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2911,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2988,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2992,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SF2Q,2999,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S4KW,112,S0198,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S2AJ,240,S0441,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
S2AJ,249,S0439,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S2AJ,272,S0441,that 's ADJ - start,that 's horrendous,horrendous,A5:1,Evaluation:- Good/bad
S2AJ,282,S0441,that 's ADJ - start,that 's awful,awful,O4:2,Judgement of appearance (pretty etc.)
SM8P,257,S0172,that 's ADJ - start,that 's wonderful,wonderful,A5:1,Evaluation:- Good/bad
SM8P,318,S0172,that 's ADJ - start,that 's red,red,O4:3,Colour and colour patterns
SM8P,640,S0173,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SC2T,140,S0393,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S6UQ,98,S0416,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S6UQ,583,S0417,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SRHV,291,S0544,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SRHV,417,S0559,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SRHV,667,S0544,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SRHV,727,S0544,that 's ADJ - start,that 's stressful,stressful,E6,"Worry, concern, confident"
SRHV,842,S0544,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SRHV,844,S0544,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SRHV,868,S0544,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SRHV,961,S0544,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SRHV,977,S0544,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SRHV,1053,S0544,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SPYH,16,S0454,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SPYH,52,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SPYH,171,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SPYH,316,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SPYH,392,S0579,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SPYH,408,S0454,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SPYH,547,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SPYH,771,S0454,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SPYH,987,S0454,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SPYH,1086,S0454,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SPYH,1539,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SPYH,1830,S0454,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SPYH,2124,S0454,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SPYH,2128,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SPYH,2134,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SPYH,2250,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S72Q,18,S0120,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S72Q,308,S0058,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S72Q,508,S0120,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S9F9,516,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,570,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,594,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,817,S0476,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,995,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,1034,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S9F9,1083,S0417,that 's ADJ - start,that 's fantastic,fantastic,A5:1,Evaluation:- Good/bad
SR8N,190,S0115,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SNCP,240,S0555,that 's ADJ - start,that 's racist,racist,S5,Groups and affiliation
SNCP,248,S0405,that 's ADJ - start,that 's black,black,O4:3,Colour and colour patterns
SNCP,528,S0554,that 's ADJ - start,that 's disgusting,disgusting,O4:2,Judgement of appearance (pretty etc.)
SNCP,579,S0402,that 's ADJ - start,that 's fucking,fucking,Z4,Discourse Bin
SNCP,873,S0554,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SNCP,966,S0554,that 's ADJ - start,that 's beautiful,beautiful,O4:2,Judgement of appearance (pretty etc.)
SNCP,1013,S0555,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S36Z,223,S0024,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S69G,16,S0216,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S69G,27,S0216,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SVN7,8,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SVN7,232,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SVN7,316,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
STJD,188,S0084,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
STJD,224,S0157,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
STJD,247,S0084,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SUPB,103,S0439,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SUPB,131,S0439,that 's ADJ - start,that 's annoying,annoying,E3,Calm/Violent/Angry
SUPB,194,S0444,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SUPB,336,S0444,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SXAN,98,S0526,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SXAN,252,S0526,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SXAN,390,S0526,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SXAN,397,S0486,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SCXU,476,S0179,that 's ADJ - start,that 's special,special,A4:2,Particular/general; detail
SCXU,759,S0058,that 's ADJ - start,that 's bizarre,bizarre,A6:2,Comparing:- Usual/unusual 
SMK7,12,S0632,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SMK7,82,S0632,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SMK7,308,S0632,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SMK7,488,S0632,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SVLH,79,S0548,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SVLH,119,S0548,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDMJ,1044,S0464,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SGY6,41,S0320,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SGY6,234,S0321,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SGY6,348,S0321,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SM8E,245,S0655,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SM8E,465,S0655,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SR4E,108,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,436,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,441,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,454,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,496,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,538,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SR4E,758,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,881,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,890,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,906,S0580,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SR4E,1097,S0454,that 's ADJ - start,that 's exciting,exciting,X5:2,Interest/boredom/excited/energetic
SR4E,1208,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1229,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1328,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1331,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SR4E,1363,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1439,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1508,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1593,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1637,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1707,S0454,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SR4E,1765,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1805,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1818,S0454,that 's ADJ - start,that 's well,well,B2,Health and disease
SR4E,1878,S0580,that 's ADJ - start,that 's incredible,incredible,A6:2,Comparing:- Usual/unusual 
SR4E,1958,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,1984,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2005,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2312,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2521,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2582,S0579,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SR4E,2611,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2867,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,2912,S0454,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SR4E,2948,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,3197,S0579,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SR4E,3308,S0454,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SR4E,3311,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,3382,S0579,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,3481,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SR4E,3489,S0454,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SC8H,44,S0391,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SC8H,435,S0397,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SC8H,605,S0397,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SC8H,641,S0397,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
S4L9,244,S0018,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S3N4,377,S0653,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S3N4,521,S0654,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S8WS,395,S0460,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8WS,411,S0460,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8WS,447,S0460,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,113,S0013,that 's ADJ - start,that 's alight,alight,O4:6,Temperature     
SDXW,420,S0278,that 's ADJ - start,that 's chunky,chunky,O4:4,Shape
SDXW,488,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,675,S0012,that 's ADJ - start,that 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
SDXW,687,S0012,that 's ADJ - start,that 's like,like,Z5,Grammatical bin
SDXW,766,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,842,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,1035,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,1149,S0012,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SDXW,1622,S0013,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SDXW,1695,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,1711,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,2002,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDXW,2158,S0013,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SDXW,2207,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SJM7,526,S0688,that 's ADJ - start,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
SJM7,639,S0689,that 's ADJ - start,that 's well,well,B2,Health and disease
SJM7,727,S0687,that 's ADJ - start,that 's strange,strange,A6:2,Comparing:- Usual/unusual 
S33B,584,S0018,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S33B,714,S0018,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SCZZ,196,S0530,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SCZZ,208,S0530,that 's ADJ - start,that 's horrible,horrible,O4:2,Judgement of appearance (pretty etc.)
SCZZ,525,S0529,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SCZZ,657,S0530,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SCZZ,809,S0530,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SJSS,32,S0216,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SJSS,82,UNKFEMALE,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SJSS,126,S0208,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SYHW,6,S0013,that 's ADJ - start,that 's early,early,T4,Time: Early/late
SYHW,145,S0013,that 's ADJ - start,that 's devious,devious,A5:1,Evaluation:- Good/bad
SYHW,178,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SYHW,319,S0012,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SYHW,654,S0012,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
