doc,utterance,speaker,query,result,adj_text,adj_semtag,adj_semdesc
SKRC,1426,S0439,that 's ADJ - start,that 's stupid,stupid,S1:2:6,Sensible
SFP5,16,S0024,that 's ADJ - start,that 's surprising,surprising,X2:6,Expect
SFP5,342,S0024,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SFP5,350,S0024,that 's ADJ - start,that 's well,well,B2,Health and disease
SU8C,109,S0012,that 's ADJ - start,that 's bad,bad,A5:1,Evaluation:- Good/bad
SU8C,148,S0012,that 's ADJ - start,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
SU8C,151,S0012,that 's ADJ - start,that 's awful,awful,O4:2,Judgement of appearance (pretty etc.)
SU8C,161,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,294,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,301,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,405,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,432,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,444,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,466,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,471,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,475,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,591,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,599,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,626,S0012,that 's ADJ - start,that 's scandalous,scandalous,G2:2,General ethics
SU8C,696,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,738,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,767,S0012,that 's ADJ - start,that 's disgusting,disgusting,O4:2,Judgement of appearance (pretty etc.)
SU8C,777,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,821,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,917,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,923,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1071,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1079,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1248,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1285,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1364,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1487,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SU8C,1750,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SNMN,395,S0571,that 's ADJ - start,that 's harsh,harsh,O4:2,Judgement of appearance (pretty etc.)
SNMN,516,S0571,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S4ZA,107,S0275,that 's ADJ - start,that 's nasty,nasty,O4:2,Judgement of appearance (pretty etc.)
SAAB,37,S0520,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SAAB,50,S0519,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SAAB,110,S0520,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SAAB,277,S0519,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SAAB,446,S0519,that 's ADJ - start,that 's like,like,Z5,Grammatical bin
SRKV,124,S0588,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SJXU,187,S0115,that 's ADJ - start,that 's bad,bad,A5:1,Evaluation:- Good/bad
SYEF,104,S0615,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SYEF,264,UNKMALE,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SYEF,306,S0525,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SYEF,492,S0525,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SYEF,586,S0525,that 's ADJ - start,that 's pretty,pretty,O4:2,Judgement of appearance (pretty etc.)
SYEF,611,S0615,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SYEF,627,S0615,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SYEF,724,S0525,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SWSL,296,S0688,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SWSL,523,S0689,that 's ADJ - start,that 's unfair,unfair,G2:2,General ethics
SWSL,886,S0689,that 's ADJ - start,that 's disgusting,disgusting,O4:2,Judgement of appearance (pretty etc.)
STXT,13,S0246,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
STXT,433,S0246,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
STXT,508,S0400,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
STXT,728,S0245,that 's ADJ - start,that 's high,high,N3:7,Measurement: Length & height
STXT,825,S0246,that 's ADJ - start,that 's bad,bad,A5:1,Evaluation:- Good/bad
S24E,415,S0521,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S24E,546,S0521,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S24E,612,S0520,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
S24E,628,S0520,that 's ADJ - start,that 's beautiful,beautiful,O4:2,Judgement of appearance (pretty etc.)
SWNB,86,S0504,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SVET,52,S0037,that 's ADJ - start,that 's naughty,naughty,G2:2,General ethics
SVET,81,S0115,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SVET,483,S0037,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8GL,199,S0259,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8GL,491,S0259,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8GL,753,S0259,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8GL,799,S0259,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S8GL,899,S0259,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SX2V,31,S0416,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SX2V,276,S0475,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SX2V,503,S0415,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SX2V,513,S0416,that 's ADJ - start,that 's hard,hard,O4:5,Texture
SCVK,200,S0530,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SCVK,233,S0529,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SCVK,252,S0530,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SCVK,305,S0530,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SCVK,434,S0530,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SCVK,448,S0530,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SCVK,680,S0530,that 's ADJ - start,that 's annoying,annoying,E3,Calm/Violent/Angry
SCVK,726,S0530,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SCVK,809,S0529,that 's ADJ - start,that 's sad,sad,E4:1,Happy/sad: Happy
SCVK,871,S0529,that 's ADJ - start,that 's ridiculous,ridiculous,S1:2:6,Sensible
SCVK,886,S0530,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SN27,81,S0037,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SN27,163,S0037,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SN27,179,S0037,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SYRT,57,S0454,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SYRT,390,S0454,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SYRT,529,S0454,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SG4J,582,S0144,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SJW4,131,S0082,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SJW4,274,S0086,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SJW4,372,S0082,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SJW4,536,S0086,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SJW4,681,S0082,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SJW4,723,S0084,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
SJW4,889,S0084,that 's ADJ - start,that 's ridiculous,ridiculous,S1:2:6,Sensible
SV2N,433,S0019,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S954,706,S0530,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
STA2,233,S0417,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
STA2,508,S0417,that 's ADJ - start,that 's suitable,suitable,A1:2,Suitability
S4WJ,158,S0439,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S4WJ,384,S0439,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S4WJ,589,S0439,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S4WJ,1084,S0439,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S4WJ,1119,S0441,that 's ADJ - start,that 's embarrassing,embarrassing,E4:1,Happy/sad: Happy
SY5K,605,S0282,that 's ADJ - start,that 's huge,huge,N3:2,Measurement: Size 
SKEQ,561,S0339,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SKEQ,622,S0339,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SKEQ,1288,S0339,that 's ADJ - start,that 's different,different,A6:1,Comparing:- Similar/different
SKEQ,1849,S0336,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
SKEQ,1886,S0338,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SXNE,88,S0662,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SXNE,344,S0661,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SXNE,778,S0662,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SXNE,1744,S0662,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SQ6T,43,S0666,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S3M4,534,S0517,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SYG9,251,S0037,that 's ADJ - start,that 's bad,bad,A5:1,Evaluation:- Good/bad
S7FK,107,S0558,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
S7FK,593,S0558,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SV97,61,S0486,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SV97,242,S0486,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SV97,243,S0523,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SUQM,26,S0012,that 's ADJ - start,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
SUQM,30,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,114,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,203,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,224,S0008,that 's ADJ - start,that 's strange,strange,A6:2,Comparing:- Usual/unusual 
SUQM,248,S0012,that 's ADJ - start,that 's full,full,N5:1,Entirety; maximum
SUQM,335,S0012,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SUQM,381,S0012,that 's ADJ - start,that 's artistic,artistic,C1,Arts and crafts
SUQM,395,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,400,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,405,S0012,that 's ADJ - start,that 's terrible,terrible,A5:1,Evaluation:- Good/bad
SUQM,427,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,453,S0013,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SUQM,517,S0012,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SUQM,536,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,549,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,597,S0012,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SUQM,774,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,977,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1020,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1175,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1377,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1407,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1435,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SUQM,1490,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SVVK,1030,S0320,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SVVK,1206,S0320,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SVVK,1376,S0320,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SVVK,1552,S0320,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
SBA6,71,S0510,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SUC7,364,S0567,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SUKT,302,S0120,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SUKT,877,S0058,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SUKT,906,S0026,that 's ADJ - start,that 's tragic,tragic,E4:1,Happy/sad: Happy
SUKT,921,S0058,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SUKT,941,S0179,that 's ADJ - start,that 's ridiculous,ridiculous,S1:2:6,Sensible
SUKT,1348,S0058,that 's ADJ - start,that 's scary,scary,E5,Fear/bravery/shock
SUKT,1401,S0058,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SZ94,486,S0653,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,142,S0262,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S6HP,450,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,466,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,632,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,920,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,1186,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,1194,S0262,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S6HP,1261,S0303,that 's ADJ - start,that 's obscene,obscene,S1:2:4,Politeness
S6HP,1622,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,1672,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,1985,S0303,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S6HP,2459,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,2631,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,3093,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,3294,S0303,that 's ADJ - start,that 's interesting,interesting,X5:2,Interest/boredom/excited/energetic
S6HP,3647,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S6HP,4746,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,176,S0013,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SMF3,376,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,476,S0012,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SMF3,491,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,503,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,608,S0013,that 's ADJ - start,that 's only,only,A14,Exclusivizers/particularizers
SMF3,639,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,748,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,792,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SMF3,904,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SEKX,94,S0179,that 's ADJ - start,that 's bad,bad,A5:1,Evaluation:- Good/bad
SJ88,132,S0192,that 's ADJ - start,that 's fucking,fucking,Z4,Discourse Bin
SJ88,493,S0228,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
SUGJ,781,S0282,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SVR6,2,S0084,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SVR6,350,S0084,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SVR6,912,S0135,that 's ADJ - start,that 's sweet,sweet,X3:1,Sensory:- Taste
SVR6,914,S0135,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SVR6,962,S0135,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SVR6,1012,S0135,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SVR6,1055,S0084,that 's ADJ - start,that 's busy,busy,A1:1:1,"General actions, making etc."
SVR6,1472,S0135,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SVR6,1919,S0084,that 's ADJ - start,that 's amazing,amazing,O4:2,Judgement of appearance (pretty etc.)
SVR6,2203,S0135,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SVR6,2557,S0084,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SVR6,2690,S0135,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SVR6,2811,UNKMALE,that 's ADJ - start,that 's tight,tight,N3:2,Measurement: Size 
S2QU,91,S0519,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S2QU,361,S0520,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SJ6L,109,S0262,that 's ADJ - start,that 's helpful,helpful,S8,Helping/hindering
SJ6L,181,S0262,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDFL,360,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDFL,389,S0024,that 's ADJ - start,that 's wonderful,wonderful,A5:1,Evaluation:- Good/bad
SDFL,987,S0024,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
SDFL,1253,S0154,that 's ADJ - start,that 's okay,okay,Z4,Discourse Bin
SDFL,1298,S0012,that 's ADJ - start,that 's nice,nice,O4:2,Judgement of appearance (pretty etc.)
SDFL,1883,S0152,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SDFL,1937,S0024,that 's ADJ - start,that 's pretty,pretty,O4:2,Judgement of appearance (pretty etc.)
SDFL,2100,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SDFL,2130,S0012,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
SDFL,2200,S0024,that 's ADJ - start,that 's crazy,crazy,B2,Health and disease
SDFL,2366,S0152,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SWPV,275,S0369,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SWPV,461,S0252,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SGMT,93,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SGMT,344,S0278,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SGMT,884,S0278,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
SGMT,930,S0013,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SGMT,1229,S0012,that 's ADJ - start,that 's brilliant,brilliant,A5:1,Evaluation:- Good/bad
SGMT,1298,S0013,that 's ADJ - start,that 's strange,strange,A6:2,Comparing:- Usual/unusual 
SGMT,1613,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SGMT,1864,S0278,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SGMT,1878,S0012,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SA4W,15,S0261,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S6Q6,198,S0592,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S6Q6,567,S0592,that 's ADJ - start,that 's fun,fun,E4:1,Happy/sad: Happy
S6Q6,829,S0598,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S6Q6,888,S0595,that 's ADJ - start,that 's cool,cool,O4:6,Temperature     
S6Q6,1120,S0598,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S6Q6,2310,S0596,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
SZAZ,36,S0405,that 's ADJ - start,that 's funny,funny,E4:1,Happy/sad: Happy
SK82,25,S0292,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SK82,27,S0292,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SK82,42,S0292,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SK82,205,S0292,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
SK82,333,S0292,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,355,S0013,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S7TT,376,S0012,that 's ADJ - start,that 's true,true,A5:2,Evaluation:- True/false
S7TT,389,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,510,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,518,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,528,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,551,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,616,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,620,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,634,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,712,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1151,S0013,that 's ADJ - start,that 's scary,scary,E5,Fear/bravery/shock
S7TT,1199,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1360,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1384,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1412,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1481,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1498,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1568,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1649,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1813,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,1847,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2215,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2231,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2369,S0008,that 's ADJ - start,that 's incredible,incredible,A6:2,Comparing:- Usual/unusual 
S7TT,2398,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2452,S0008,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S7TT,2483,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2585,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2610,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2624,S0008,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2659,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2695,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2783,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2826,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S7TT,2838,S0012,that 's ADJ - start,that 's right,right,A5:3,Evaluation:- Accuracy
S776,286,S0421,that 's ADJ - start,that 's weird,weird,A6:2,Comparing:- Usual/unusual 
S5DJ,386,S0276,that 's ADJ - start,that 's fucking,fucking,Z4,Discourse Bin
S5DJ,469,S0275,that 's ADJ - start,that 's lovely,lovely,O4:2,Judgement of appearance (pretty etc.)
S5XD,518,S0196,that 's ADJ - start,that 's alright,alright,A5:1,Evaluation:- Good/bad
S5XD,1533,S0194,that 's ADJ - start,that 's like,like,Z5,Grammatical bin
S5XD,1608,S0194,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
S5XD,1908,S0196,that 's ADJ - start,that 's hard,hard,O4:5,Texture
S5XD,1995,S0196,that 's ADJ - start,that 's disgusting,disgusting,O4:2,Judgement of appearance (pretty etc.)
S5XD,2164,S0192,that 's ADJ - start,that 's fine,fine,A5:1,Evaluation:- Good/bad
S5XD,2562,S0194,that 's ADJ - start,that 's difficult,difficult,A12,Easy/difficult
S5XD,2647,S0192,that 's ADJ - start,that 's good,good,A5:1,Evaluation:- Good/bad
